post_id	label	Text	post_tokens	maj_rationales	rationale_words	model_prediction
19204580_gab	offensive	so you agree then she as white english as you bringing mongols from <number> years ago into it does not negate that fact does it so you judged her purely on her looks and assumed wrongly that why your national socialism is retarded 😊	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	['she', 'as', 'white', 'english', 'as', 'you', 'retarded']		hatespeech
19263398_gab	hatespeech	ah yes the great poem that invites every 3 rd world shitskin to come to our shores	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]	['3', 'rd', 'world', 'shitskin']		hatespeech
19286919_gab	offensive	through out the ghetto was there nary a word except brothers in green who through the streets could be heard demanding where my five dollah	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['ghetto']		normal
19303535_gab	normal	no most people are good people do you think all men are evil maybe because you have been victimized yourself you do know there are many women who are pediofiles do not you	[]	['no', 'most', 'people', 'are', 'good', 'people', 'do', 'you', 'think', 'all', 'men', 'are', 'evil', 'maybe', 'because', 'you', 'have', 'been', 'victimized', 'yourself', 'you', 'do', 'know', 'there', 'are', 'many', 'women', 'who', 'are', 'pediofiles', 'do', 'not', 'you']		offensive
19404399_gab	hatespeech	whoopi goldberk aka caryn johnson is a stupid nigger with no brain	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	['nigger']		hatespeech
19405848_gab	offensive	hell the dims would pay for it out of their own pocket using illegal immigrants as the labor force of course buildthewall shutitdown	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	['illegal', 'immigrants']		offensive
19405861_gab	normal	really alex jones believes that the arabs in israel need to return to jordan where they actually came from because that my two state solution israel and jordan done and done	[]	['really', 'alex', 'jones', 'believes', 'that', 'the', 'arabs', 'in', 'israel', 'need', 'to', 'return', 'to', 'jordan', 'where', 'they', 'actually', 'came', 'from', 'because', 'that', 'my', 'two', 'state', 'solution', 'israel', 'and', 'jordan', 'done', 'and', 'done']		normal
19466930_gab	offensive	refugees will always feel threatened here in the us until they reject terrorists turn in the monsters in their communities adopt and support american laws and our constitution in other words assimilate until then refugees will feel threatened and rightly so their choice	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	['reject', 'terrorists', 'refugees']		offensive
19514409_gab	hatespeech	illegal aliens should just be called enemy combatants they have killed more americans than the sand niggers have in all of our wars over there daca	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['illegal', 'aliens', 'sand', 'niggers']		hatespeech
19526896_gab	hatespeech	what the fuck is a baba kamma there were not any jews back then i believe they were called hebrews just another semitic variety of sand nigger	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]	['fuck', 'jews', 'hebrews', 'sand', 'nigger']		hatespeech
19580790_gab	offensive	broke jews control the world woke russia is funding the alt right and jared taylor richard spencer and generation identity are foot soldiers for a global russian nazi movement boomerlivesdontmatter	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['jews']		hatespeech
19588901_gab	offensive	holly serial killer wtf are you retard 😨 😨 😨	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	['retard']		hatespeech
19619203_gab	normal	a very important point this is why they want to demonize white ancestors so that we become disconnected from and reject the wonderful legacy of our own past and the incredible accomplishments of those who came before us	[]	['a', 'very', 'important', 'point', 'this', 'is', 'why', 'they', 'want', 'to', 'demonize', 'white', 'ancestors', 'so', 'that', 'we', 'become', 'disconnected', 'from', 'and', 'reject', 'the', 'wonderful', 'legacy', 'of', 'our', 'own', 'past', 'and', 'the', 'incredible', 'accomplishments', 'of', 'those', 'who', 'came', 'before', 'us']		normal
19626016_gab	hatespeech	blacks are much fatter in white societies but they complain a lot guess thats why they all want to move here we tried investing there but they ate all the missionaries and raped all the nuns they dont understand homosexuality	[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]	['blacks', 'are', 'much', 'fatter', 'ate', 'all', 'the', 'missionaries', 'and', 'raped', 'all', 'the', 'nuns']		hatespeech
1967858_gab	hatespeech	i find when i tell liberals about what is happening in europe with refugees and islamic invasion and how women girls m as well as young boys gays lgbt and everyone native in that country are being assaulted raped and abused it is very effective at turning liberals red trump pizzagate	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['assaulted', 'raped', 'and', 'abused']		hatespeech
19787360_gab	offensive	the left just got caught in their own trap they promote islam and inter racial marriage mudsharks etc now they want to eliminate freedom of association and not mix it up you cannot fix stupid	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]		hatespeech
19824299_gab	hatespeech	democrats forever the partyofslaves all they ever do is obstruct that so they can keep you in chains housenigger pimped out whores who keep the ghetto complacent slaveryisfreedom	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]	['housenigger', 'pimped', 'out', 'whores', 'ghetto']		hatespeech
19832825_gab	hatespeech	how about a white farmer he grows corn and kicks nigger ass he cleans up south africa	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]	['kicks', 'nigger', 'ass']		hatespeech
19842848_gab	hatespeech	if the greeks from <number> years ago could see the olympics now they d throw up it all about more msm promotion of gays blacks and those who hate whitey back then it was a statement of see do not mess with my country we will f you up	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['gays', 'blacks', 'whitey']		hatespeech
19843335_gab	offensive	without the jews we would not have all those illegals and arabs ur gay	[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]	['jews', 'illegals', 'and', 'arabs', 'ur', 'gay']		hatespeech
19927516_gab	hatespeech	defends islam doesnt want to see islam erased from existence why not crusade against the jews and the sandniggers class remember the golden rule if you hate trump for any reason you may as well be antifa and a jew yourself namethejew <user> is a jew	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]	['jews', 'and', 'the', 'sandniggers', 'jew', 'jew']		hatespeech
19948405_gab	hatespeech	a facile claim of anti semitism does not equal the new ones murder jews and are driving them out especially when the muslims are semites and the jews are khazars	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['murder', 'jews']		hatespeech
19953084_gab	offensive	lol oh yeah ok you wanna fight lets go queer anyone who jojns the military withour being drafted is a faggot too	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	['queer', 'faggot']		hatespeech
19986210_gab	hatespeech	the christ cuck sand nigger messiah cries out in pain as he shoots himself in the foot with his sand nigger religion lmao	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]	['christ', 'cuck', 'sand', 'nigger', 'messiah', 'sand', 'nigger', 'religion']		hatespeech
20009853_gab	normal	do not put your gab mug in the dishwasher the gab decal is not dishwasher safe 😢 <user> <user> edit only the black gab mug does this the white one will not thanks for the replacement gab ♥	[]	['do', 'not', 'put', 'your', 'gab', 'mug', 'in', 'the', 'dishwasher', 'the', 'gab', 'decal', 'is', 'not', 'dishwasher', 'safe', '😢', '<user>', '<user>', 'edit', 'only', 'the', 'black', 'gab', 'mug', 'does', 'this', 'the', 'white', 'one', 'will', 'not', 'thanks', 'for', 'the', 'replacement', 'gab', '♥']		normal
20088200_gab	offensive	animals have hemoglobin and plasma too op bitch	[0, 0, 0, 0, 0, 0, 0, 1]	['bitch']		offensive
20121839_gab	offensive	says the retarded mong that had his here as nemesisofmycroft i broke you 2 yrs ago and you have never recovered	[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['retarded', 'mong']		hatespeech
20126355_gab	hatespeech	they are using arabs and africans to wipe out the western culture people it came from their mouths check my bitchute	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['and', 'africans', 'to', 'wipe', 'out', 'the', 'western']		hatespeech
20162017_gab	hatespeech	backpedaling fails to point out exactly my comments and resumes to nonsensical aussie retarded babbles go choke on a cock you useless wrinkly aussie slag you are th descendants of the bottom feeders among limeys loll	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['aussie', 'retarded', 'babbles', 'cock', 'wrinkly', 'aussie', 'slag']		hatespeech
20185913_gab	hatespeech	and the pitifultruth is that when german women got to good to have german families the damned ragheads come in and rape them	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	['ragheads', 'rape']		hatespeech
20188913_gab	hatespeech	so nice to see an american family in the white house and not the ghetto trash who was ruining our country maga gabfam britfam	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['ghetto']		hatespeech
20339304_gab	hatespeech	libtards are allowing jews and people of color to ruin america	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	['ruin', 'america']		hatespeech
20501519_gab	hatespeech	only boer farmers are welcome the suburban white population initiated this holocaust on themselves they would only come here for the rainbow flags and abundant niggerdick	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	['niggerdick']		hatespeech
20531142_gab	hatespeech	i am starting to think it the jews 👀	[0, 0, 0, 0, 0, 0, 1, 1, 0]	['the', 'jews']		hatespeech
20534860_gab	offensive	i can only assume that our govts are corrupted by saudi qatari money and in return have promised to put muslims above every non muslim citizen that the only thing that makes sense which means next ge we have to elect an uncorrupted govt	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['muslims', 'muslim']		hatespeech
20562194_gab	normal	i mean i get that race exists but the qualifications are weird like we have caucasians that do not live in europe yet according to white supremacists here in the usa they are not classified as white	[]	['i', 'mean', 'i', 'get', 'that', 'race', 'exists', 'but', 'the', 'qualifications', 'are', 'weird', 'like', 'we', 'have', 'caucasians', 'that', 'do', 'not', 'live', 'in', 'europe', 'yet', 'according', 'to', 'white', 'supremacists', 'here', 'in', 'the', 'usa', 'they', 'are', 'not', 'classified', 'as', 'white']		offensive
20567241_gab	offensive	the muslims have fled and are claiming benefits in europe and the jews are sitting safe and sound in new york and washington rubbing their hands together spending the proceeds of stolen oil	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['jews']		hatespeech
20622181_gab	offensive	anyone who still votes for democrats is a fucking retarded idiot	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]	['fucking', 'retarded', 'idiot']		hatespeech
20693707_gab	offensive	antifa is currently burning everything in sight and beating people up stand down someone is shooting this school up stand down there are a bunch of illegal immigrants holding a rally let them stay it all good stand down rule of law my rear	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['illegal', 'immigrants']		hatespeech
20695676_gab	hatespeech	america the rulers overlords at the federal local levels have made a declaration the lives of american citizens are no longer our concern as of this moment the only lives worth protecting defending are those of illegal aliens muslim terrorists libbyschaaf	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]	['illegal', 'aliens', 'muslim', 'terrorists']		hatespeech
20803751_gab	hatespeech	another ghetto fucking nigger ape murdering a white woman and not one mentioned in the fake news media about it white people need to bring back lynching parties again corrupt government law enforcement has neutered white men from justice from these sub human monkeys	[0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['fucking', 'nigger', 'murdering', 'a', 'white', 'woman']		hatespeech
20975497_gab	offensive	damn right we are going to react when an <number> white country pushes non white actors everywhere	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]	['non', 'white', 'actors']		hatespeech
20989384_gab	hatespeech	i hope there are not many of my fellow asians in sweden high chance of falling victim to islamic rape gangs in that country	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]	['islamic', 'rape', 'gangs']		hatespeech
2102116_gab	normal	<user> hot take incoming more racism and sexism from minorities than the white majority in this country	[]	['<user>', 'hot', 'take', 'incoming', 'more', 'racism', 'and', 'sexism', 'from', 'minorities', 'than', 'the', 'white', 'majority', 'in', 'this', 'country']		hatespeech
21055613_gab	offensive	islam is the religion of peace there a piece of you over here another piece over there some more pieces over there the fun never stops with the retarded followers of the pedophile prophet	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	['retarded', 'pedophile']		hatespeech
21091701_gab	offensive	it a mediocre tinder knockoff where women are required to message men first it useless in eastern europe because the only women who use it are british or irish tourists	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['useless', 'in', 'eastern', 'europe', 'because']		normal
21112613_gab	hatespeech	trudeau is a muzzie loving faggot he loves the goathumpers at the expense of canadians yet the canadians elected him what is wrong with canada	[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['muzzie', 'loving', 'faggot']		hatespeech
21163029_gab	normal	sounds pretty queer to me	[]	['sounds', 'pretty', 'queer', 'to', 'me']		normal
21168212_gab	normal	i find it easy to get around being called a racist sexist nazi homophobe if you are just an asshole to everyone	[]	['i', 'find', 'it', 'easy', 'to', 'get', 'around', 'being', 'called', 'a', 'racist', 'sexist', 'nazi', 'homophobe', 'if', 'you', 'are', 'just', 'an', 'asshole', 'to', 'everyone']		offensive
21248269_gab	hatespeech	<user> there are muslim umma fuckers muslim halal facebook is not reliable we must have a website social networking far powerfrul than muslim halal facebook we can destroy the coward muslim umma fuckers very easily	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	['umma', 'fuckers', 'umma', 'fuckers']		hatespeech
21280190_gab	offensive	dont like capitalism want socialism want national socialism also known as socialism for whites only got to africa jews have imposed socialism for blacks only there and if someone tries to open a business he gets shot by the jews	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]		hatespeech
21292492_gab	normal	biological traitors that want to wallow in a ghetto	[]	['biological', 'traitors', 'that', 'want', 'to', 'wallow', 'in', 'a', 'ghetto']		hatespeech
21340695_gab	normal	california released criminal illegals here some you should know about i am going to use every power i have to stop them trump white house released list of criminal illegal immigrants set free by the state of california in lieu of allowing ice to detain them	[]	['california', 'released', 'criminal', 'illegals', 'here', 'some', 'you', 'should', 'know', 'about', 'i', 'am', 'going', 'to', 'use', 'every', 'power', 'i', 'have', 'to', 'stop', 'them', 'trump', 'white', 'house', 'released', 'list', 'of', 'criminal', 'illegal', 'immigrants', 'set', 'free', 'by', 'the', 'state', 'of', 'california', 'in', 'lieu', 'of', 'allowing', 'ice', 'to', 'detain', 'them']		offensive
21374183_gab	hatespeech	should martin shkreli get raped in prison	[0, 0, 0, 0, 1, 0, 0]	['raped']		hatespeech
21376620_gab	normal	no excuse for us not to offer refugee status to white refugees in south africa	[]	['no', 'excuse', 'for', 'us', 'not', 'to', 'offer', 'refugee', 'status', 'to', 'white', 'refugees', 'in', 'south', 'africa']		normal
21524231_gab	offensive	talk to me when one of the dumb tradthots get shot over their views or something no one gives a shit about some idiot getting detained on muslim grounds anymore this isnt <number>	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]		hatespeech
